A_ID,Gender,Education,Specialization,interests,skills,Yearly salary in pounds,Certifications,Job_status,Job_title,Highest Qualification,processed_interests,processed_skills
A642,Female,B.Sc,Biotechnology,Research;Sales/Marketing;Teaching;Trading;Understand human behaviour,Active Listening;Critical Thinking;Business Knowledge;People management;Communication skills;Leadership;Problem Solving skills;Risk management skills;Writing skills;Hospitality;Client management;Good communication skills,48,Pioneer lab course work ,Yes,Asst. Manager ,Mba(H.A) ,"['research', 'sales', 'market', 'teach', 'trade', 'understand human behaviour']","['active listening', 'critical thinking', 'business knowledge', 'people management', 'communication skills', 'leadership', 'problem solving skills', 'risk management skills', 'writing skills', 'hospitality', 'client management', 'good communication skills']"
A643,Male,Chartered Accountancy,Mechanical Engineering,"Financial Analysis, News Coverage","Accounting Skills, AI, Business Knowledge, Work under Pressure, Leadership, Team work, Excel, Risk Managing, Reporting",46,No,Yes,Chartered Accountant,Masters in Accounting,"['financial analysis', 'news coverage']","['accounting skills', 'ai', 'business knowledge', 'work under pressure', 'leadership', 'team work', 'excel', 'risk managing', 'report']"
A644,Male,B.Sc,Information Technology,Technology,Active Listening;Critical Thinking,65,No,Yes,software engineer,Ma,['technology'],"['active listening', 'critical thinking']"
A645,Male,Diploma in pharmacy ,Hospitality,Hospitality ,"Accounting Skills, Business Knowledge, Editing, Excel, Designing Skills, Sales",62,Diploma in pharmacy ,Yes,Medical Practitioner,B pharm ,['hospitality'],"['accounting skills', 'business knowledge', 'edit', 'excel', 'designing skills', 'sales']"
A646,Female,B.Sc,Microbiology,"Technology, Understand Human Body","Leadership, Team work, Presentation Skills, Writing, Observation Skills, Designing Skills",80,No,Yes,Student (Unemployed),Masters in Science,"['technology', 'understand human body']","['leadership', 'team work', 'presentation skills', 'write', 'observation skills', 'designing skills']"
A647,Male,Bachelor of Management Studies,Business Administration,"Sales/Marketing, Entrepreneurship","Business Knowledge, People Management, Communication Skills, Logical Skills, Problem Solving skills, Reading, Sales",64,No,Yes,Business Consultant ,Master in Commerce,"['sales', 'market', 'entrepreneurship']","['business knowledge', 'people management', 'communication skills', 'logical skills', 'problem solving skills', 'read', 'sales']"
A648,Female,B.Sc,Biotechnology,"Research, Trading, Understand Human Behaviour","AI, ML, Python, Critical Thinking, Analytic Thinking, Artistic skills, Work under Pressure, Team work, Logical Skills, Presentation Skills",44,Data Science and Artificial Intelligence programe,Yes,Scientist,Masters in Science,"['research', 'trade', 'understand human behaviour']","['ai', 'ml', 'python', 'critical thinking', 'analytic thinking', 'artistic skills', 'work under pressure', 'team work', 'logical skills', 'presentation skills']"
A649,Male,BE,Electronics n Telecommunication,Financial Analysis;Data analytics,Programming Language skills;Critical Thinking;Analytical Skills;Finance related skills;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Designing skills;Data Visualization skills( Power Bi/ Tableau );Interpersonal skills;Presentation Skills;Python;Artificial Intelligence;Good communication skills;Teaching,56,No,Yes,I was working as Dean R n D,Electionics Design Technogy,"['financial analysis', 'data analytics']","['programming language skills', 'critical thinking', 'analytical skills', 'finance related skills', 'communication skills', 'negotiation skills', 'leadership', 'problem solving skills', 'designing skills', 'data visualization skills( power bi', 'tableau )', 'interpersonal skills', 'presentation skills', 'python', 'artificial intelligence', 'good communication skills', 'teach']"
A650,Male,B.Sc,Information Technology,Technology,Active Listening;Critical Thinking,60,No,Yes,software engineer,Ma,['technology'],"['active listening', 'critical thinking']"
A651,Female,B.Sc,Biotechnology,Research;Sales/Marketing;Teaching;Trading;Understand human behaviour,Active Listening;Critical Thinking;Business Knowledge;People management;Communication skills;Leadership;Problem Solving skills;Risk management skills;Writing skills;Hospitality;Client management;Good communication skills,71,Pioneer lab course work ,Yes,Asst. Manager ,Mba(H.A) ,"['research', 'sales', 'market', 'teach', 'trade', 'understand human behaviour']","['active listening', 'critical thinking', 'business knowledge', 'people management', 'communication skills', 'leadership', 'problem solving skills', 'risk management skills', 'writing skills', 'hospitality', 'client management', 'good communication skills']"
A652,Male,B.Com,Computer Science  Engineering,"Sales/Marketing, Entrepreneurship","Business Knowledge, Risk Managing, Reporting",40,No,No,software engineerlf employed,Masters in Accounting,"['sales', 'market', 'entrepreneurship']","['business knowledge', 'risk managing', 'report']"
A653,Male,B.Arch,ArchitectureÃŠ,"Research, Sales/Marketing, Understand Human Behaviour, Architecture and construction ","Active Listening, AI, Critical Thinking, Gathering Informing, Business Knowledge, People Management, Communication Skills, Negotiation Skills, Work under Pressure, Leadership, News Gathering, Product Knowledge, Designing Skills, Architecture and Construction ",45,CAD and BIM certification ,Yes,Junior Architect,Masters in Technology,"['research', 'sales', 'market', 'understand human behaviour', 'architecture and construction']","['active listening', 'ai', 'critical thinking', 'gathering informing', 'business knowledge', 'people management', 'communication skills', 'negotiation skills', 'work under pressure', 'leadership', 'news gathering', 'product knowledge', 'designing skills', 'architecture and construction']"
A654,Female,B.Sc,Biotechnology,"Research, Trading, Understand Human Behaviour","AI, ML, Python, Critical Thinking, Analytic Thinking, Artistic skills, Work under Pressure, Team work, Logical Skills, Presentation Skills",51,Data Science and Artificial Intelligence programe,Yes,Scientist,Masters in Science,"['research', 'trade', 'understand human behaviour']","['ai', 'ml', 'python', 'critical thinking', 'analytic thinking', 'artistic skills', 'work under pressure', 'team work', 'logical skills', 'presentation skills']"
A655,Male,B.Tech,Computer Science Engineering,Technology,"AI, ML, Python",53,Data scientist,Yes,Data Scientist,Masters in Data Science,['technology'],"['ai', 'ml', 'python']"
A656,Male,B.Com,Electrical and Electronics Engineering,Financial Analysis,"Accounting Skills, Excel",59,NPTL,No,Student (Unemployed),Masters in Business Administration,['financial analysis'],"['accounting skills', 'excel']"
A657,Male,B.Sc,Information Technology,Technology,Active Listening;Critical Thinking,43,No,Yes,software engineer,Ma,['technology'],"['active listening', 'critical thinking']"
A658,Male,B.Sc,Physics,News Coverage;Social Justice;Content Writing;Govt. Job,Accounting Skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Analytical Skills,67,No,Yes,Sub Editor,Master of journalism,"['news coverage', 'social justice', 'content writing', 'govt. job']","['accounting skills', 'critical thinking', 'gathering information', 'artistic', 'creative skills', 'analytical skills']"
A659,Male,B.Sc,Physics,News Coverage;Social Justice;Content Writing;Govt. Job,Accounting Skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Analytical Skills,61,No,Yes,Sub Editor,Master of journalism,"['news coverage', 'social justice', 'content writing', 'govt. job']","['accounting skills', 'critical thinking', 'gathering information', 'artistic', 'creative skills', 'analytical skills']"
A660,Male,B.Sc,Physics,News Coverage;Social Justice;Content Writing;Govt. Job,Accounting Skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Analytical Skills,51,No,Yes,Sub Editor,Master of journalism,"['news coverage', 'social justice', 'content writing', 'govt. job']","['accounting skills', 'critical thinking', 'gathering information', 'artistic', 'creative skills', 'analytical skills']"
A661,Male,Diploma in pharmacy ,Hospitality,Hospitality ,"Accounting Skills, Business Knowledge, Editing, Excel, Designing Skills, Sales",43,Diploma in pharmacy ,Yes,Medical Practitioner,B pharm ,['hospitality'],"['accounting skills', 'business knowledge', 'edit', 'excel', 'designing skills', 'sales']"
A662,Male,B.Tech,Electronics and Communication Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",59,No,Yes,Teaching,M.Tech,['teach'],"['active listening', 'work under pressure', 'team work', 'presentation skills', 'read']"
A663,Female,B.Sc,Biotechnology,Research;Sales/Marketing;Teaching;Trading;Understand human behaviour,Active Listening;Critical Thinking;Business Knowledge;People management;Communication skills;Leadership;Problem Solving skills;Risk management skills;Writing skills;Hospitality;Client management;Good communication skills,74,Pioneer lab course work ,Yes,Asst. Manager ,Mba(H.A) ,"['research', 'sales', 'market', 'teach', 'trade', 'understand human behaviour']","['active listening', 'critical thinking', 'business knowledge', 'people management', 'communication skills', 'leadership', 'problem solving skills', 'risk management skills', 'writing skills', 'hospitality', 'client management', 'good communication skills']"
A664,Male,B.Tech,Electronics and Communication Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",52,No,Yes,Teaching,M.Tech,['teach'],"['active listening', 'work under pressure', 'team work', 'presentation skills', 'read']"
A665,Male,BA,Tamil,Teaching,People management,64,No,Yes,Lecturer,Master in Tamil,['teach'],['people management']
A666,Male,B.Tech,Electrical and Electronics Engineering,"Financial Analysis, Technology, Entrepreneurship","ML, Python, Business Knowledge, Java, Linux, AWS",66,"JAVA, DATA SCIENCE ",Yes,Back End Developer,Masters in Business Administration,"['financial analysis', 'technology', 'entrepreneurship']","['ml', 'python', 'business knowledge', 'java', 'linux', 'aws']"
A667,Female,B.Sc,Biotechnology,Research;Sales/Marketing;Teaching;Trading;Understand human behaviour,Active Listening;Critical Thinking;Business Knowledge;People management;Communication skills;Leadership;Problem Solving skills;Risk management skills;Writing skills;Hospitality;Client management;Good communication skills,48,Pioneer lab course work ,Yes,Asst. Manager ,Mba(H.A) ,"['research', 'sales', 'market', 'teach', 'trade', 'understand human behaviour']","['active listening', 'critical thinking', 'business knowledge', 'people management', 'communication skills', 'leadership', 'problem solving skills', 'risk management skills', 'writing skills', 'hospitality', 'client management', 'good communication skills']"
A668,Female,B.Com,Commerce,Entrepreneurship,"Accounting Skills, Cost Accounting, Excel, Writing",80,No,No,Student (Unemployed),Masters in Accounting,['entrepreneurship'],"['accounting skills', 'cost accounting', 'excel', 'write']"
A669,Female,B.Sc,Microbiology,"Technology, Understand Human Body","Leadership, Team work, Presentation Skills, Writing, Observation Skills, Designing Skills",62,No,Yes,Student (Unemployed),Masters in Science,"['technology', 'understand human body']","['leadership', 'team work', 'presentation skills', 'write', 'observation skills', 'designing skills']"
A670,Female,B.Sc,Biotechnology,Research;Sales/Marketing;Teaching;Trading;Understand human behaviour,Active Listening;Critical Thinking;Business Knowledge;People management;Communication skills;Leadership;Problem Solving skills;Risk management skills;Writing skills;Hospitality;Client management;Good communication skills,52,Pioneer lab course work ,Yes,Asst. Manager ,Mba(H.A) ,"['research', 'sales', 'market', 'teach', 'trade', 'understand human behaviour']","['active listening', 'critical thinking', 'business knowledge', 'people management', 'communication skills', 'leadership', 'problem solving skills', 'risk management skills', 'writing skills', 'hospitality', 'client management', 'good communication skills']"
